budget,genres,popularity,production_companies,revenue,runtime,title,vote_average,vote_count,release_year,release_month,adj_revenue,adj_budget
90000000,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Comedy']",89.977,"['Sony Pictures', 'Columbia Pictures', 'Marvel Entertainment', 'Avi Arad Productions', 'Lord Miller', 'Pascal Pictures', 'Sony Pictures Animation']",375540831.0,117.0,Spider-Man: Into the Spider-Verse,8.4,9244.0,2018,6,401828689,96300000
55000000,"['Drama', 'Romance']",85.95200000000001,"['Universal Pictures', 'Perfect World Pictures']",368307760.0,105.0,Fifty Shades Freed,6.7,6116.0,2018,1,394089303,58850000
22000000,"['Horror', 'Mystery', 'Thriller']",59.732,"['New Line Cinema', 'Atomic Monster', 'The Safran Company']",365550119.0,96.0,The Nun,5.8,4507.0,2018,5,391138627,23540000
50000000,"['Animation', 'Adventure', 'Family']",28.455,"['Columbia Pictures', 'Animal Logic', '2.0 Entertainment', 'Olive Bridge Entertainment', 'Screen Australia', 'Screen NSW', 'Sony Pictures']",351266433.0,93.0,Peter Rabbit,6.7,1181.0,2018,7,375855083,53500000
130000000,"['Fantasy', 'Family', 'Comedy']",20.625999999999998,"['Walt Disney Pictures', 'Marc Platt Productions', 'Lucamar Productions']",348807090.0,131.0,Mary Poppins Returns,6.5,2573.0,2018,12,373223586,139100000
17000000,"['Horror', 'Drama', 'Science Fiction']",72.3,"['Paramount', 'Platinum Dunes']",340677200.0,91.0,A Quiet Place,7.4,9507.0,2018,3,364524604,18190000
23000000,"['Drama', 'Comedy', 'Music']",39.266,"['Participant Media', 'DreamWorks Pictures']",319700000.0,130.0,Green Book,8.3,7746.0,2018,11,342079000,24610000
70000000,"['Crime', 'Comedy', 'Action']",77.595,"['Village Roadshow Pictures', 'Warner Bros. Pictures', 'Larger Than Life Productions', 'Rahway Road Productions', 'Smoke House Pictures']",297718711.0,111.0,Ocean's Eight,7.0,6283.0,2018,7,318559020,74900000
125000000,['Action'],62.73,"['Flynn Picture Company', 'Legendary Pictures', 'Seven Bucks Productions', 'The Third Floor']",292351275.0,102.0,Skyscraper,6.3,3647.0,2018,11,312815864,133750000
150000000,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",101.603,"['Legendary Pictures', 'Double Dare You Productions', 'UpperRoom Productions', 'Universal Pictures', 'DENTSU', 'Clear Angle Studios', 'Double Negative (DNEG)', 'Fuji Television Network', 'Perfect World Pictures', 'Twisted Media']",290061297.0,111.0,Pacific Rim: Uprising,6.1,3533.0,2018,3,310365587,160500000
62000000,"['Science Fiction', 'Action']",75.62100000000001,"['Gotham Group', 'Temple Hill Entertainment', '20th Century Fox']",288175335.0,143.0,Maze Runner: The Death Cure,7.1,5650.0,2018,10,308347608,66340000
94000000,"['Action', 'Adventure', 'Fantasy']",55.355,"['Square Enix', 'GK Films', 'Metro-Goldwyn-Mayer', 'Warner Bros. Pictures']",274650803.0,118.0,Tomb Raider,6.3,5976.0,2018,5,293876359,100580000
10000000,['Horror'],31.127,"['Universal Pictures', 'Blumhouse Productions', 'Trancas International Films', 'Rough House Pictures']",253688035.0,106.0,Halloween,6.5,3234.0,2018,10,271446197,10700000
30000000,"['Comedy', 'Drama', 'Romance']",25.624000000000002,"['Color Force', 'Ivanhoe Pictures', 'Warner Bros. Pictures']",237994561.0,121.0,Crazy Rich Asians,7.1,2585.0,2018,8,254654180,32100000
50000000,['Drama'],94.545,"['Metro-Goldwyn-Mayer', 'Warner Bros. Pictures', 'New Line Cinema', 'Winkler Films']",214215889.0,130.0,Creed II,6.9,3664.0,2018,11,229211001,53500000
50000000,"['Crime', 'Drama', 'Thriller']",23.365,"['Imperative Entertainment', 'Bron Studios', 'Malpaso Productions', 'Warner Bros. Pictures', 'Creative Wealth Media Finance']",174804407.0,116.0,The Mule,6.8,3430.0,2018,12,187040715,53500000
10000000,"['Horror', 'Mystery', 'Thriller']",39.25,"['Stage 6 Films', 'Blumhouse Productions', 'Sony Pictures', 'Universal Pictures']",167184112.0,118.0,Insidious: The Last Key,6.2,1982.0,2018,3,178886999,10700000
88000000,"['Science Fiction', 'Action', 'Thriller', 'Adventure', 'Horror', 'Comedy']",138.303,"['Davis Entertainment', 'TSG Entertainment', '20th Century Fox', 'Dark Castle Entertainment', 'Canada Film Capital']",160542134.0,107.0,The Predator,5.6,3283.0,2018,5,171780083,94160000
25000000,"['Action', 'Adventure', 'Comedy']",22.364,"['Universal Pictures', 'StudioCanal', 'Working Title Films', 'Perfect World Pictures']",158256993.0,89.0,Johnny English Strikes Again,6.3,1740.0,2018,9,169334982,26750000
69000000,"['Mystery', 'Thriller']",38.43,"['Soundtrack New York', 'Chernin Entertainment', 'Film Rites', '20th Century Fox']",151572634.0,140.0,Red Sparrow,6.5,4698.0,2018,2,162182718,73830000
13000000,"['Action', 'Science Fiction', 'Thriller', 'Horror', 'Crime']",58.114,"['Platinum Dunes', 'Blumhouse Productions', 'Universal Pictures']",137056262.0,97.0,The First Purge,6.0,2849.0,2018,4,146650200,13910000
103000000,"['Adventure', 'Science Fiction', 'Family', 'Fantasy']",19.319000000000003,"['Whitaker Entertainment', 'Walt Disney Pictures']",132675864.0,109.0,A Wrinkle in Time,5.1,1460.0,2018,8,141963174,110210000
42000000,"['Fantasy', 'Family', 'Comedy']",19.01,"['Amblin Entertainment', 'Mythology Entertainment', 'Reliance Entertainment', 'Universal Pictures']",131457147.0,105.0,The House with a Clock in Its Walls,6.2,1574.0,2018,9,140659147,44940000
1000000,"['Action', 'Science Fiction', 'Animation']",61.522,"['Toei Animation', 'Fox International Productions', 'Shueisha', 'Fuji Television Network', 'Bandai Namco Entertainment']",125002821.0,101.0,Dragon Ball Super: Broly,7.8,1907.0,2018,12,133753018,1070000
30000000,"['Action', 'Thriller']",38.303000000000004,"['StudioCanal', 'Ombra Films', 'TF1 Films Production', 'The Picture Company', 'Canal+', 'Cin??+', 'Amazon Prime Video']",119942387.0,104.0,The Commuter,6.3,3353.0,2018,11,128338354,32100000
37000000,"['Mystery', 'Comedy', 'Crime']",22.32,"['New Line Cinema', 'Aggregate Films', 'Davis Entertainment', 'Access Entertainment', 'Access Industries', 'Dune Entertainment']",117501013.0,100.0,Game Night,6.8,4294.0,2018,2,125726083,39590000
77000000,"['Action', 'Science Fiction']",4.501,['Lyca Productions'],114629169.0,149.0,2,6.0,82.0,2018,11,122653210,82390000
18300000,"['Drama', 'Fantasy', 'Action']",30.543000000000003,"['Lotte Entertainment', 'Dexter Studios', 'Realies Pictures']",112790210.0,141.0,Along with the Gods: The Last 49 Days,8.1,209.0,2018,1,120685524,19581000
62000000,"['Action', 'Thriller', 'Crime']",79.509,"['Lonetree Entertainment', 'Fuqua Films', 'Escape Artists', 'Sony Pictures', 'ZHIV Productions', 'Mace Neufeld Productions', 'Colombia Pictures']",102084362.0,121.0,The Equalizer 2,6.6,3370.0,2018,7,109230267,66340000
70000000,"['History', 'Drama']",55.04600000000001,"['DreamWorks Pictures', 'Temple Hill Entertainment', 'Universal Pictures', 'Amblin Entertainment', 'Phantasma Films']",100546153.0,141.0,First Man,7.1,3917.0,2018,11,107584383,74900000
80000000,"['Family', 'Fantasy', 'Comedy', 'Animation']",85.073,"['Columbia Pictures', 'Sony Pictures Animation', 'Sony Pictures']",100176000.0,97.0,Hotel Transylvania 3: Summer Vacation,6.9,3011.0,2018,6,107188320,85600000
1000000,"['Thriller', 'Comedy', 'Horror']",1.528,"['UV Creations', 'GA2 Pictures']",100000000.0,150.0,Taxiwala,6.1,17.0,2018,1,107000000,1070000
15000,"['Comedy', 'Crime']",0.6,['Pouya Film'],100000000.0,90.0,Khaltoor,2.0,1.0,2018,2,107000000,16050
75000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",18.201,"['Walt Disney Pictures', '2DUX??']",99138899.0,104.0,Christopher Robin,7.4,2045.0,2018,2,106078621,80250000
20000000,"['Crime', 'Thriller']",27.614,"['Feigco Entertainment', 'Bron Studios']",97644617.0,117.0,A Simple Favor,6.6,3109.0,2018,8,104479740,21400000
3500000,"['Thriller', 'Horror']",30.916999999999998,"['Blumhouse Productions', 'Universal Pictures']",95330493.0,100.0,Truth or Dare,6.0,3073.0,2018,12,102003627,3745000
32000000,"['Comedy', 'Romance']",29.224,"['Wonderland Sound and Vision', 'Voltage Pictures', 'Universal Pictures', 'STX Entertainment', 'Huayi Brothers Pictures']",94539426.0,111.0,I Feel Pretty,6.4,1667.0,2018,4,101157185,34240000
21000000,['Comedy'],25.278000000000002,"['Hurwitz & Schlossberg Productions', 'Good Universe', 'DMG Entertainment', 'Point Grey Pictures', 'Universal Pictures']",94017294.0,102.0,Blockers,6.3,1492.0,2018,3,100598504,22470000
35000000,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Horror']",32.299,"['Columbia Pictures', 'Original Film', 'Scholastic Entertainment', 'Silvertongue Films', 'Sony Pictures']",92503612.0,90.0,Goosebumps 2: Haunted Halloween,6.0,985.0,2018,11,98978864,37450000
44005000,"['Action', 'Drama']",9.019,"['Village Roadshow Pictures Asia', 'LeVision Pictures']",91708374.0,116.0,Shadow,6.7,185.0,2018,9,98127960,47085350
12000000,"['Romance', 'Comedy']",37.308,"['Pantelion Films', '3Pas Studios', 'Metro-Goldwyn-Mayer']",91244913.0,112.0,Overboard,6.6,1002.0,2018,3,97632056,12840000
59000000,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure', 'Mystery']",17.166,"['Rocket Pictures', 'Paramount Animation', 'Metro-Goldwyn-Mayer']",90497778.0,86.0,Sherlock Gnomes,5.6,528.0,2018,3,96832622,63130000
100000000,"['Adventure', 'Action', 'Thriller']",54.055,"['Appian Way', 'Safehouse Pictures', 'Summit Entertainment', 'Thunder Road', 'TIK Films', 'French Tax Credit', 'EMG Management', 'Emperor Motion Pictures']",86493046.0,116.0,Robin Hood,5.9,2219.0,2018,11,92547559,107000000
7000000,"['Music', 'Drama']",34.955,"['Kevin Downes Productions', 'Mission Pictures International', 'City on a Hill Productions', 'Imagine Rights', 'LD Entertainment']",86026201.0,110.0,I Can Only Imagine,7.5,298.0,2018,2,92048035,7490000
100000000,"['Adventure', 'Science Fiction']",95.49,"['Scholastic Productions', 'Silvertongue Films', 'Universal Pictures', 'WingNut Films', 'MRC']",83672673.0,129.0,Mortal Engines,6.1,3319.0,2018,11,89529760,107000000
15000000,"['Drama', 'History', 'Comedy']",16.057000000000002,"['Waypoint Entertainment', 'Element Pictures', 'Scarlet Films', 'Film4 Productions', 'Fox Searchlight Pictures']",82124805.0,119.0,The Favourite,7.6,3875.0,2018,11,87873541,16050000
31000000,"['Drama', 'History', 'Romance']",7.2989999999999995,"['Bhansali Productions', 'Viacom 18 Motion Pictures']",81673897.0,164.0,Padmaavat,7.0,178.0,2018,1,87391069,33170000
30000000,"['Action', 'Thriller', 'Crime']",41.608000000000004,"['Atmosphere Entertainment MM', 'Diamond Film Productions', 'G-BASE', 'Tucker Tooley Entertainment']",80509622.0,140.0,Den of Thieves,6.7,1990.0,2018,1,86145295,32100000
10000000,"['Horror', 'Mystery', 'Thriller']",31.561999999999998,['PalmStar Media'],80239658.0,127.0,Hereditary,7.2,4851.0,2018,7,85856434,10700000
10000000,"['Comedy', 'Romance', 'Drama']",10.988,['June Pictures'],78720293.0,104.0,Book Club,6.1,537.0,2018,5,84230713,10700000
60000000,"['Drama', 'History', 'Comedy']",11.078,"['Plan B Entertainment', 'Gary Sanchez Productions', 'Annapurna Pictures']",76073488.0,132.0,Vice,7.1,2398.0,2018,12,81398632,64200000
35000000,"['Action', 'Crime', 'Drama', 'Thriller']",87.62799999999999,"['Thunder Road', 'Black Label Media', 'Orange Corp']",75836683.0,122.0,Sicario: Day of the Soldado,6.8,2291.0,2018,6,81145250,37450000
28000000,"['Comedy', 'Drama']",24.325,"['New Line Cinema', 'Broken Road Productions', 'Warner Bros. Pictures']",75100000.0,100.0,Tag,6.7,2113.0,2018,5,80357000,29960000
42000000,"['Crime', 'Thriller']",36.801,"['New Regency Pictures', 'See-Saw Films', 'Film4 Productions', 'Lammas Park', 'Regency Enterprises']",73866088.0,129.0,Widows,6.5,1661.0,2018,6,79036714,44940000
16000000,"['Romance', 'Comedy']",34.308,"['STX Entertainment', 'Nuyorican Productions', 'Universal Pictures']",72282227.0,100.0,Second Act,6.4,886.0,2018,11,77341982,17120000
35000000,"['War', 'Drama', 'Action', 'History']",51.00899999999999,"['Torridon Films', 'Alcon Entertainment', 'Black Label Media', 'Jerry Bruckheimer Films', 'Lionsgate', '16:14 Entertainment']",67450815.0,130.0,12 Strong,6.1,2061.0,2018,1,72172372,37450000
21918618,"['Drama', 'Comedy']",7.172000000000001,"['Rajkumar Hirani Films', 'Vinod Chopra Films', 'Vidhu Vinod Chopra Productions']",67414985.0,161.0,Sanju,7.5,124.0,2018,6,72134033,23452921
17000000,"['Comedy', 'Drama', 'Romance']",29.006,"['Temple Hill Entertainment', 'Fox 2000 Pictures', 'New Leaf Literary & Media', '20th Century Fox', 'Twisted Media']",66316289.0,110.0,"Love, Simon",8.1,4871.0,2018,2,70958429,18190000
35000000,"['Action', 'Thriller']",50.27,"['STX Entertainment', 'Closest to the Hole Productions', 'Film 44', 'The Hideaway Entertainment']",66308758.0,95.0,Mile 22,6.2,1585.0,2018,8,70950371,37450000
1000000,"['Thriller', 'Mystery', 'Drama']",54.383,"['Stage 6 Films', 'Bazelevs Production', 'Screen Gems']",66265218.0,102.0,Searching,7.6,2669.0,2018,8,70903783,1070000
4000000,['Drama'],14.370999999999999,"['Boo Pictures', 'Mooz Films', 'Cedrus Invest Bank', 'Clandestino Filmes', 'DFI', 'KNM Films', 'Les Films des Tournelles', 'Louverture Films', 'Open City Films', 'Sunnyland Film', 'The Bridge Production']",64978931.0,126.0,Capernaum,8.3,1003.0,2018,6,69527456,4280000
62770198,"['Adventure', 'Comedy', 'Animation']",13.297,"['Studio Babelsberg', 'American Empirical Pictures', 'Indian Paintbrush', 'Scott Rudin Productions', '20th Century Fox Animation']",64241499.0,101.0,Isle of Dogs,7.9,3315.0,2018,3,68738403,67164111
30000000,['Comedy'],15.344000000000001,"['On the Day', 'New Line Cinema', 'Warner Bros. Pictures']",61700416.0,105.0,Life of the Party,6.2,744.0,2018,10,66019445,32100000
120000000,"['Fantasy', 'Adventure', 'Family']",18.014,"['Walt Disney Pictures', 'The Mark Gordon Company']",59522646.0,99.0,The Nutcracker and the Four Realms,6.1,1672.0,2018,10,63689231,128400000
30000000,"['History', 'Drama', 'Thriller']",35.288000000000004,"['Warner Bros. Pictures', 'Malpaso Productions', 'Village Roadshow Pictures']",57076286.0,94.0,The 15:17 to Paris,5.4,1246.0,2018,2,61071626,32100000
50000000,"['Family', 'Comedy', 'Animation', 'Adventure']",11.924000000000001,"['Aardman Animations', 'StudioCanal', 'Amazon Prime Video', ""Creative Skillset's Skills Investment Fund"", 'British Film Institute', 'BFI Film Fund', 'Summit Entertainment']",53431158.0,89.0,Early Man,6.1,555.0,2018,1,57171339,53500000
6000000,"['Thriller', 'Crime', 'Action', 'Horror']",33.04,"['Will Packer Productions', 'Breaking In Pictures']",49078000.0,88.0,Breaking In,6.0,477.0,2018,5,52513460,6420000
25000000,"['Action', 'Thriller']",55.283,"['STX Entertainment', 'Lakeshore Entertainment', 'Huayi Brothers Pictures']",48818723.0,102.0,Peppermint,6.6,1427.0,2018,6,52236033,26750000
15000000,"['Crime', 'Drama', 'History', 'Comedy']",16.592,"['Focus Features', 'Legendary Pictures', 'Perfect World Pictures']",48686605.0,135.0,BlacKkKlansman,7.6,5574.0,2018,7,52094667,16050000
3500000,"['Thriller', 'Horror']",15.535,"['Imagination Design Works', 'Blacklab Entertainment', 'Lionsgate', 'CBS Films', 'Screen Australia', 'Screen Queensland', 'Film Victoria']",44019588.0,100.0,Winchester,5.9,1363.0,2018,2,47100959,3745000
40000000,"['Science Fiction', 'Horror']",34.628,"['DNA Films', 'Paramount', 'Scott Rudin Productions', 'Skydance Media']",43070915.0,115.0,Annihilation,6.3,6411.0,2018,2,46085879,42800000
38000000,"['Horror', 'War', 'Science Fiction']",45.25,"['Bad Robot', 'Paramount']",41657844.0,110.0,Overlord,6.7,2003.0,2018,1,44573893,40660000
13305000,"['War', 'History', 'Action', 'Drama']",6.301,"['Soojak Film', 'Next Entertainment World', 'Studio & New']",41509280.0,135.0,The Great Battle,7.2,69.0,2018,9,44414929,14236350
34000000,"['Science Fiction', 'Action', 'Drama', 'Romance', 'Adventure', 'Thriller']",64.391,"['21 Laps Entertainment', '20th Century Fox']",41142379.0,105.0,The Darkest Minds,7.0,2022.0,2018,7,44022345,36380000
7700000,"['Horror', 'Drama']",19.684,"['Screen Gems', 'Broken Road Productions']",41036181.0,86.0,The Possession of Hannah Grace,5.5,905.0,2018,11,43908713,8239000
9150000,"['Action', 'Thriller']",2.6319999999999997,"['Friday Filmworks', 'Motion Picture Capital', 'Reliance Entertainment', 'Plan C Studios']",41000000.0,157.0,Aiyaary,5.5,34.0,2018,2,43870000,9790500
42000000,"['Mystery', 'Adventure', 'Comedy', 'Crime']",17.029,"['Mosaic', 'Columbia Pictures', 'Gary Sanchez Productions', 'Mimran Schur Pictures', 'Mosaic Media Group']",40462793.0,90.0,Holmes & Watson,4.4,526.0,2018,12,43295188,44940000
4500000,"['Crime', 'Thriller', 'Comedy']",9.301,"['Viacom 18 Motion Pictures', 'Matchbox Pictures']",40000000.0,139.0,Andhadhun,7.8,234.0,2018,5,42800000,4815000
4000000,"['Comedy', 'Romance', 'Drama']",5.638,"['Junglee Pictures', 'Chrome Star Pictures']",39000000.0,125.0,Badhaai Ho,7.5,87.0,2018,10,41730000,4280000
5500000,"['Adventure', 'Crime', 'Family', 'Comedy']",11.356,"['Riverstone Pictures', 'Open Road Films', 'Neddy Dean Productions']",38830219.0,92.0,Show Dogs,5.9,148.0,2018,5,41548334,5885000
20000000,"['Drama', 'History']",11.931,"['Robert Cort Productions', 'Participant Media']",38673750.0,120.0,On the Basis of Sex,7.4,673.0,2018,12,41380912,21400000
24625000,"['Comedy', 'Action']",11.935,"['ARP S??lection', 'EuropaCorp']",38600000.0,102.0,Taxi 5,5.7,747.0,2018,11,41302000,26348750
25000000,"['Drama', 'History']",12.988,"['Focus Features', 'Working Title Films', 'Perfect World Pictures']",37807625.0,124.0,Mary Queen of Scots,6.6,1316.0,2018,7,40454158,26750000
2179800,"['War', 'Action', 'Adventure']",5.946000000000001,['20th Century Fox Russia'],36837802.0,95.0,Tanks for Stalin,5.1,23.0,2018,4,39416448,2332386
8000000,"['War', 'Action', 'Drama', 'History']",34.369,"['AMedia', 'Mars Media Entertainment']",36220872.0,139.0,T-34,6.9,537.0,2018,12,38756333,8560000
51000000,"['Adventure', 'Drama']",78.737,"['Studio 8', 'Columbia Pictures', 'Sony Pictures']",35808437.0,97.0,Alpha,6.4,1917.0,2018,8,38315027,54570000
43000000,"['Action', 'Crime', 'Thriller', 'Drama']",15.707,"['The Cantillon Company', 'Columbia Pictures', 'Scott Rudin Productions', 'Pascal Pictures', 'Metro-Goldwyn-Mayer', 'Yellow Bird', 'Regency Enterprises', 'New Regency Pictures', 'Sony Pictures', 'Studio Babelsberg', 'Film Service Babelsberg']",35164920.0,115.0,The Girl in the Spider's Web,6.1,958.0,2018,10,37626464,46010000
23000000,"['Crime', 'Drama']",16.752,['Temple Hill Entertainment'],34934009.0,133.0,The Hate U Give,8.3,1506.0,2018,10,37379389,24610000
20000000,['Thriller'],22.355999999999998,['Tyler Perry Studios'],34764055.0,120.0,Acrimony,6.8,295.0,2018,3,37197538,21400000
30000000,"['Action', 'Crime', 'Drama', 'Thriller']",35.589,"['Metro-Goldwyn-Mayer', 'Cave 76 Productions']",34017028.0,107.0,Death Wish,6.1,1898.0,2018,2,36398219,32100000
40000000,"['Action', 'Comedy']",23.301,"['Imagine Entertainment', 'Lionsgate', 'Bron Studios']",33562069.0,117.0,The Spy Who Dumped Me,6.4,1709.0,2018,2,35911413,42800000
29000000,['Comedy'],22.978,"['HartBeat Productions', 'Will Packer Productions', 'Perfect World Pictures', 'Universal Pictures']",33157615.0,111.0,Night School,6.2,1270.0,2018,9,35478648,31030000
35000000,"['Action', 'Crime', 'Thriller']",41.578,"['Windfall Productions', 'Foresight Unlimited', 'Parkside Pictures', 'RSVP Entertainment', 'Signature Pictures', 'Tadross Media Group', 'Double Negative (DNEG)', 'Metrol Technology', 'Lipsync Productions', 'Dream Team Films', 'Head Gear Films', 'Lionsgate']",32517248.0,103.0,The Hurricane Heist,5.7,753.0,2018,2,34793455,37450000
32000000,"['Thriller', 'Drama', 'Mystery', 'Crime']",31.641,"['20th Century Fox', 'Goddard Textiles', 'TSG Entertainment']",31882724.0,141.0,Bad Times at the El Royale,6.8,2516.0,2018,4,34114514,34240000
40000000,"['Action', 'Thriller']",63.61600000000001,"['Original Film', 'G-BASE', 'Millennium Films', 'Hunter Killer Productions', 'Hishow Entertainment', 'SprocketHeads', 'Tucker Tooley Entertainment']",31672678.0,121.0,Hunter Killer,6.7,1445.0,2018,10,33889765,42800000
12000000,"['Animation', 'Action', 'Comedy', 'Fantasy', 'Adventure']",194.645,"['BONES', 'TOHO Animation', 'Toho Company, Ltd.']",31478826.0,96.0,My Hero Academia: Two Heroes,8.0,575.0,2018,3,33682343,12840000
12500000,"['Horror', 'Thriller']",18.281,"['Aviron Pictures', 'White Comet Films', 'Bloom', 'Rogue Pictures', 'Universal Pictures', 'The Fyzz']",31039126.0,85.0,The Strangers: Prey at Night,5.6,968.0,2018,7,33211864,13375000
7120949,"['Crime', 'Drama']",3.945,"['Film 295', 'Blossom Pictures', 'Showbox']",29433930.0,111.0,Dark Figure of Crime,6.8,45.0,2018,3,31494305,7619415
19000000,"['Comedy', 'Romance']",14.582,"['Tyler Perry Studios', 'Paramount Players', 'BET Films']",29152618.0,110.0,Nobody's Fool,6.2,215.0,2018,10,31193301,20330000
10000000,"['Animation', 'Action', 'Comedy', 'Science Fiction']",28.575,"['Warner Bros. Animation', 'DC Entertainment', 'DC Comics']",28646544.0,85.0,Teen Titans Go! To the Movies,7.4,816.0,2018,7,30651802,10700000
40000000,"['Action', 'Comedy', 'Crime']",17.585,"['STX Entertainment', 'Black Bear Pictures', 'Henson Alternative', 'Huayi Brothers Pictures', 'On the Day']",27506452.0,91.0,The Happytime Murders,5.7,692.0,2018,8,29431903,42800000
29000000,"['Crime', 'Drama']",10.169,"['Studio 8', 'Protozoa Pictures', 'LBI Productions']",26000000.0,111.0,White Boy Rick,6.3,677.0,2018,9,27820000,31030000
2000000,"['Drama', 'Comedy']",5.004,['Yash Raj Films'],25629954.0,140.0,Hichki,7.5,81.0,2018,3,27424050,2140000
10000000,"['Comedy', 'Drama']",12.264000000000001,"['Fable Pictures', 'Entertainment One', 'Baby Cow Productions', 'Sonesta Films', 'BBC Films', 'Laurel and Hardy Feature Productions']",24420923.0,98.0,Stan & Ollie,7.0,735.0,2018,12,26130387,10700000
5500000,['Action'],10.819,"['Peppermint&company', 'Warner Bros. Korea', 'Goldmoon Film']",24340302.0,125.0,The Witch: Part 1. The Subversion,7.3,129.0,2018,6,26044123,5885000
356000000,"['Adventure', 'Science Fiction', 'Action']",266.55400000000003,['Marvel Studios'],2797800564.0,181.0,Avengers: Endgame,8.3,17776.0,2019,4,2937690592,373800000
260000000,"['Adventure', 'Family', 'Animation']",94.87700000000001,"['Walt Disney Pictures', 'Fairview Entertainment']",1656943394.0,118.0,The Lion King,7.2,7563.0,2019,12,1739790563,273000000
150000000,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Music']",154.917,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",1450026933.0,103.0,Frozen II,7.3,7233.0,2019,11,1522528279,157500000
160000000,"['Action', 'Adventure', 'Science Fiction']",283.953,"['Marvel Studios', 'Columbia Pictures', 'Pascal Pictures', 'Sony Pictures', 'Stereo D']",1131927996.0,129.0,Spider-Man: Far from Home,7.5,9571.0,2019,6,1188524395,168000000
152000000,"['Action', 'Adventure', 'Science Fiction']",180.315,['Marvel Studios'],1128276090.0,124.0,Captain Marvel,7.0,11147.0,2019,6,1184689894,159600000
55000000,"['Crime', 'Thriller', 'Drama']",471.412,"['Warner Bros. Pictures', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'Creative Wealth Media Finance', 'DC Entertainment', 'DC Films', 'DC Comics']",1074251311.0,122.0,Joker,8.2,17219.0,2019,2,1127963876,57750000
250000000,"['Action', 'Adventure', 'Science Fiction']",187.19299999999998,"['Lucasfilm Ltd.', 'Bad Robot']",1074144248.0,142.0,Star Wars: The Rise of Skywalker,6.5,6573.0,2019,12,1127851460,262500000
175000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Drama']",91.921,"['Walt Disney Pictures', 'Pixar']",1073394593.0,100.0,Toy Story 4,7.6,6875.0,2019,6,1127064322,183750000
183000000,"['Adventure', 'Fantasy', 'Romance', 'Family']",97.78,"['Walt Disney Pictures', 'Lin Pictures', 'Rideback', 'Marc Platt Productions']",1047612394.0,128.0,Aladdin,7.1,7663.0,2019,5,1099993013,192150000
125000000,"['Adventure', 'Comedy', 'Fantasy']",365.274,"['Columbia Pictures', 'Seven Bucks Productions', 'Matt Tolmach Productions', 'The Detective Agency']",796575993.0,123.0,Jumanji: The Next Level,7.0,5671.0,2019,4,836404792,131250000
200000000,"['Action', 'Adventure', 'Comedy']",396.221,"['Chris Morgan Productions', 'Seven Bucks Productions', 'Universal Pictures']",760098996.0,137.0,Fast & Furious Presents: Hobbs & Shaw,6.9,4764.0,2019,1,798103945,210000000
129000000,"['Animation', 'Family', 'Adventure']",76.57,"['DreamWorks Animation', 'Mad Hatter Entertainment', 'DENTSU', 'Fuji Television Network', 'Universal Animation Studios', 'Vertigo Entertainment']",517526875.0,104.0,How to Train Your Dragon: The Hidden World,7.8,4458.0,2019,3,543403218,135450000
185000000,"['Family', 'Fantasy', 'Adventure']",72.069,"['Walt Disney Pictures', 'Roth Films']",491570967.0,119.0,Maleficent: Mistress of Evil,7.4,4300.0,2019,10,516149515,194250000
79000000,"['Horror', 'Fantasy']",148.55100000000002,"['Lin Pictures', 'New Line Cinema', 'Vertigo Entertainment', 'KatzSmith Productions']",473093228.0,169.0,It Chapter Two,6.9,5816.0,2019,4,496747889,82950000
150000000,"['Action', 'Adventure', 'Fantasy']",76.133,"['Warner Bros. Pictures', 'Legendary Pictures', 'The Pok??mon Company', 'Toho Company, Ltd.', 'Province of British Columbia Production Services Tax Credit', 'Nintendo', 'Creatures', 'GAME FREAK']",433005346.0,105.0,Pok??mon Detective Pikachu,7.0,4806.0,2019,3,454655613,157500000
170000000,"['Action', 'Science Fiction', 'Adventure']",132.207,"['Troublemaker Studios', 'Lightstorm Entertainment', '20th Century Fox', 'TSG Entertainment', 'Province of British Columbia Production Services Tax Credit', 'Madhouse', 'Stereo D']",404852543.0,122.0,Alita: Battle Angel,7.2,6439.0,2019,1,425095170,178500000
170000000,"['Science Fiction', 'Action']",510.361,"['Legendary Pictures', 'Warner Bros. Pictures', 'Huahua Media', 'Toho Company, Ltd.', 'Wanda Qingdao Studios']",386600138.0,132.0,Godzilla: King of the Monsters,6.7,3944.0,2019,5,405930144,178500000
100000000,"['War', 'Drama', 'Action', 'Thriller']",52.299,"['Universal Pictures', 'DreamWorks Pictures', 'Reliance Entertainment', 'New Republic Pictures', 'Neal Street Productions', 'Mogambo Films', 'Amblin Partners']",374733942.0,119.0,1917,7.9,7955.0,2019,12,393470639,105000000
95000000,"['Comedy', 'Drama', 'Thriller']",45.977,"['Heyday Films', 'Columbia Pictures', 'Bona Film Group']",374251247.0,162.0,Once Upon a Time?€? in Hollywood,7.5,8468.0,2019,7,392963809,99750000
